rule,body,head,head_coverage,std_confidence,pca_confidence,positive_examples,body_size,pca_body_size,functional_variable
?b http://FrenchRoyalty.org/child ?f ?f http://FrenchRoyalty.org/successor ?a => ?a http://FrenchRoyalty.org/parent ?b,?b http://FrenchRoyalty.org/child ?f  ?f http://FrenchRoyalty.org/successor ?a,?a http://FrenchRoyalty.org/parent ?b,0.034099921,0.101176471,0.101176471,43,425,425,?b
?b http://FrenchRoyalty.org/father ?a ?a http://FrenchRoyalty.org/successor ?b => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/father ?a  ?a http://FrenchRoyalty.org/successor ?b,?a http://FrenchRoyalty.org/child ?b,0.069056405,0.770588235,0.935714286,131,170,140,?b
?e http://FrenchRoyalty.org/child ?a ?e http://FrenchRoyalty.org/spouse ?b => ?a http://FrenchRoyalty.org/parent ?b,?e http://FrenchRoyalty.org/child ?a  ?e http://FrenchRoyalty.org/spouse ?b,?a http://FrenchRoyalty.org/parent ?b,0.438540841,0.228796028,0.282286881,553,2417,1959,?b
?e http://FrenchRoyalty.org/spouse ?b ?e http://FrenchRoyalty.org/successor ?a => ?a http://FrenchRoyalty.org/parent ?b,?e http://FrenchRoyalty.org/spouse ?b  ?e http://FrenchRoyalty.org/successor ?a,?a http://FrenchRoyalty.org/parent ?b,0.143536875,0.364919355,0.48787062,181,496,371,?b
?b http://FrenchRoyalty.org/father ?a ?b http://FrenchRoyalty.org/predecessor ?a => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/father ?a  ?b http://FrenchRoyalty.org/predecessor ?a,?a http://FrenchRoyalty.org/child ?b,0.069056405,0.770588235,0.935714286,131,170,140,?b
?b http://FrenchRoyalty.org/parent ?a ?b http://FrenchRoyalty.org/predecessor ?a => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/parent ?a  ?b http://FrenchRoyalty.org/predecessor ?a,?a http://FrenchRoyalty.org/child ?b,0.075382182,0.733333333,0.899371069,143,195,159,?b
?f http://FrenchRoyalty.org/child ?a ?b http://FrenchRoyalty.org/spouse ?f => ?a http://FrenchRoyalty.org/parent ?b,?f http://FrenchRoyalty.org/child ?a  ?b http://FrenchRoyalty.org/spouse ?f,?a http://FrenchRoyalty.org/parent ?b,0.438540841,0.228796028,0.282286881,553,2417,1959,?b
?b http://FrenchRoyalty.org/parent ?a ?a http://FrenchRoyalty.org/successor ?b => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/parent ?a  ?a http://FrenchRoyalty.org/successor ?b,?a http://FrenchRoyalty.org/child ?b,0.075382182,0.733333333,0.899371069,143,195,159,?b
?b http://FrenchRoyalty.org/mother ?f ?a http://FrenchRoyalty.org/spouse ?f => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/mother ?f  ?a http://FrenchRoyalty.org/spouse ?f,?a http://FrenchRoyalty.org/child ?b,0.147074328,0.471283784,0.667464115,279,592,418,?b
?b http://FrenchRoyalty.org/mother ?f ?f http://FrenchRoyalty.org/spouse ?a => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/mother ?f  ?f http://FrenchRoyalty.org/spouse ?a,?a http://FrenchRoyalty.org/child ?b,0.147074328,0.471283784,0.667464115,279,592,418,?b
?a http://FrenchRoyalty.org/parent ?f ?b http://FrenchRoyalty.org/spouse ?f => ?a http://FrenchRoyalty.org/parent ?b,?a http://FrenchRoyalty.org/parent ?f  ?b http://FrenchRoyalty.org/spouse ?f,?a http://FrenchRoyalty.org/parent ?b,0.87073751,0.817572599,0.927364865,1098,1343,1184,?b
?a http://FrenchRoyalty.org/parent ?f ?f http://FrenchRoyalty.org/spouse ?b => ?a http://FrenchRoyalty.org/parent ?b,?a http://FrenchRoyalty.org/parent ?f  ?f http://FrenchRoyalty.org/spouse ?b,?a http://FrenchRoyalty.org/parent ?b,0.87073751,0.817572599,0.927364865,1098,1343,1184,?b
?a http://FrenchRoyalty.org/child ?f ?b http://FrenchRoyalty.org/predecessor ?f => ?a http://FrenchRoyalty.org/child ?b,?a http://FrenchRoyalty.org/child ?f  ?b http://FrenchRoyalty.org/predecessor ?f,?a http://FrenchRoyalty.org/child ?b,0.023721666,0.105882353,0.12195122,45,425,369,?b
?b http://FrenchRoyalty.org/predecessor ?f ?a http://FrenchRoyalty.org/spouse ?f => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/predecessor ?f  ?a http://FrenchRoyalty.org/spouse ?f,?a http://FrenchRoyalty.org/child ?b,0.060622035,0.231854839,0.288944724,115,496,398,?b
?b http://FrenchRoyalty.org/parent ?f ?f http://FrenchRoyalty.org/spouse ?a => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/parent ?f  ?f http://FrenchRoyalty.org/spouse ?a,?a http://FrenchRoyalty.org/child ?b,0.283078545,0.39985108,0.552469136,537,1343,972,?b
?b http://FrenchRoyalty.org/predecessor ?f ?f http://FrenchRoyalty.org/spouse ?a => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/predecessor ?f  ?f http://FrenchRoyalty.org/spouse ?a,?a http://FrenchRoyalty.org/child ?b,0.060622035,0.231854839,0.288944724,115,496,398,?b
?b http://FrenchRoyalty.org/father ?f ?f http://FrenchRoyalty.org/spouse ?a => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/father ?f  ?f http://FrenchRoyalty.org/spouse ?a,?a http://FrenchRoyalty.org/child ?b,0.13231418,0.35252809,0.482692308,251,712,520,?b
?b http://FrenchRoyalty.org/father ?f ?a http://FrenchRoyalty.org/spouse ?f => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/father ?f  ?a http://FrenchRoyalty.org/spouse ?f,?a http://FrenchRoyalty.org/child ?b,0.13231418,0.35252809,0.482692308,251,712,520,?b
?b http://FrenchRoyalty.org/parent ?f ?a http://FrenchRoyalty.org/spouse ?f => ?a http://FrenchRoyalty.org/child ?b,?b http://FrenchRoyalty.org/parent ?f  ?a http://FrenchRoyalty.org/spouse ?f,?a http://FrenchRoyalty.org/child ?b,0.283078545,0.39985108,0.552469136,537,1343,972,?b
?a http://FrenchRoyalty.org/spouse ?f ?f http://FrenchRoyalty.org/successor ?b => ?a http://FrenchRoyalty.org/child ?b,?a http://FrenchRoyalty.org/spouse ?f  ?f http://FrenchRoyalty.org/successor ?b,?a http://FrenchRoyalty.org/child ?b,0.060622035,0.231854839,0.288944724,115,496,398,?b
?e http://FrenchRoyalty.org/child ?b ?a http://FrenchRoyalty.org/spouse ?e => ?a http://FrenchRoyalty.org/child ?b,?e http://FrenchRoyalty.org/child ?b  ?a http://FrenchRoyalty.org/spouse ?e,?a http://FrenchRoyalty.org/child ?b,0.510279389,0.400496483,0.400496483,968,2417,2417,?b
?a http://FrenchRoyalty.org/successor ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/successor ?f  ?f type ?b,?a type ?b,0.180009046,1.0,1.0,398,398,398,?a
?e http://FrenchRoyalty.org/child ?b ?e http://FrenchRoyalty.org/spouse ?a => ?a http://FrenchRoyalty.org/child ?b,?e http://FrenchRoyalty.org/child ?b  ?e http://FrenchRoyalty.org/spouse ?a,?a http://FrenchRoyalty.org/child ?b,0.510279389,0.400496483,0.400496483,968,2417,2417,?b
?a http://FrenchRoyalty.org/child ?f ?f http://FrenchRoyalty.org/successor ?b => ?a http://FrenchRoyalty.org/child ?b,?a http://FrenchRoyalty.org/child ?f  ?f http://FrenchRoyalty.org/successor ?b,?a http://FrenchRoyalty.org/child ?b,0.023721666,0.105882353,0.12195122,45,425,369,?b
?a http://FrenchRoyalty.org/mother ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/mother ?f  ?f type ?b,?a type ?b,0.241519674,1.0,1.0,534,534,534,?a
?e http://FrenchRoyalty.org/spouse ?a ?e http://FrenchRoyalty.org/successor ?b => ?a http://FrenchRoyalty.org/child ?b,?e http://FrenchRoyalty.org/spouse ?a  ?e http://FrenchRoyalty.org/successor ?b,?a http://FrenchRoyalty.org/child ?b,0.060622035,0.231854839,0.288944724,115,496,398,?b
?a http://FrenchRoyalty.org/child ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/child ?f  ?f type ?b,?a type ?b,0.193125283,1.0,1.0,427,427,427,?a
?a http://FrenchRoyalty.org/predecessor ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/predecessor ?f  ?f type ?b,?a type ?b,0.169154229,1.0,1.0,374,374,374,?a
?e http://FrenchRoyalty.org/predecessor ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/predecessor ?a  ?e type ?b,?a type ?b,0.180009046,1.0,1.0,398,398,398,?a
?e http://FrenchRoyalty.org/mother ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/mother ?a  ?e type ?b,?a type ?b,0.196743555,1.0,1.0,435,435,435,?a
?a http://FrenchRoyalty.org/father ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/father ?f  ?f type ?b,?a type ?b,0.297602895,1.0,1.0,658,658,658,?a
?a http://FrenchRoyalty.org/parent ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/parent ?f  ?f type ?b,?a type ?b,0.308457711,1.0,1.0,682,682,682,?a
?e http://FrenchRoyalty.org/successor ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/successor ?a  ?e type ?b,?a type ?b,0.169154229,1.0,1.0,374,374,374,?a
?e http://FrenchRoyalty.org/father ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/father ?a  ?e type ?b,?a type ?b,0.244685663,1.0,1.0,541,541,541,?a
?a http://FrenchRoyalty.org/spouse ?f ?f type ?b => ?a type ?b,?a http://FrenchRoyalty.org/spouse ?f  ?f type ?b,?a type ?b,0.47082768,1.0,1.0,1041,1041,1041,?a
?e http://FrenchRoyalty.org/child ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/child ?a  ?e type ?b,?a type ?b,0.638172773,1.0,1.0,1411,1411,1411,?a
?e http://FrenchRoyalty.org/parent ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/parent ?a  ?e type ?b,?a type ?b,0.459972863,1.0,1.0,1017,1017,1017,?a
?e http://FrenchRoyalty.org/spouse ?a ?e type ?b => ?a type ?b,?e http://FrenchRoyalty.org/spouse ?a  ?e type ?b,?a type ?b,0.47082768,1.0,1.0,1041,1041,1041,?a
